"","state","b0","b1","ucb","curr.r","curr.emp.r","current.rt"
"1","Alabama",0.76247790885926,-0.0247550802248885,1.25979648542444,0.970751603712544,1.17225254074362,0.970751603712544
"2","Alaska",0.785851132664574,-0.0390437690173669,0.902389269348218,0.629046891427414,0.343443482560033,0.629046891427414
"3","Arizona",0.859625676643963,-0.0288837086103934,1.29886737479034,0.937392683251194,1.46747179945716,0.937392683251194
"4","Arkansas",1.10987399088299,-0.0306319304712253,2.85380032037111,1.13843238567555,3.13584080515539,1.13843238567555
"5","California",0.534126335605445,-0.0127762928733251,1.42919800903437,1.13347140520888,1.44938629925078,1.13347140520888
"6","Colorado",0.452549062991792,-0.0112669055111716,1.7332660166518,1.09637368801804,0.942163875752005,1.09637368801804
"7","Connecticut",0.890509449035402,-0.0269620137355704,1.47870492408837,1.028112924255,0.655773722820081,1.028112924255
"8","Delaware",0.763964553486495,-0.0194116767565679,1.60502746962708,1.15348857884315,0.8437645404983,1.15348857884315
"9","District of Columbia",0.229547655163122,0.00020921956044995,1.65774102683879,1.26648162402625,1.08061792883216,1.26648162402625
"10","Florida",0.721591536141254,-0.0269510915959621,1.1312851889168,0.868625332177997,1.57598027440774,0.868625332177997
"11","Georgia",0.721755420938324,-0.0226552070873023,1.42595119909864,0.996793944551693,1.19080083252946,0.996793944551693
"12","Guam",-0.147161542473095,0.0127185895776722,3.77548534762306,1.29671393757668,10.3515803869573,1.29671393757668
"13","Hawaii",0.531295560762052,-0.0291254798413272,1.20025285067439,0.669837727186861,0.379488890655778,0.669837727186861
"14","Idaho",0.979667257940175,-0.0375164872637007,1.38775189105172,0.8018286602723,1.9747772829437,0.8018286602723
"15","Illinois",0.636905656054001,-0.0176946945321217,1.54601705777375,1.07323283125359,1.29825139075761,1.07323283125359
"16","Indiana",0.931486158918831,-0.0328882582246198,1.13489793977635,0.886088803009762,1.2267645157678,0.886088803009762
"17","Iowa",0.518490086069625,-0.00629592385915846,1.72832411148316,1.37303074976499,0.698373006099802,1.37303074976499
"18","Kansas",0.577851666183227,-0.00816332151629136,1.8906277081669,1.37248831082461,3.35501854468384,1.37248831082461
"19","Kentucky",0.978908209421365,-0.0309078269828066,2.06389957116283,0.989909005188906,0.656762931129769,0.989909005188906
"20","Louisiana",0.953831023367196,-0.0416915347957826,0.98405738777558,0.683657587278129,1.02616003490941,0.683657587278129
"21","Maine",0.453776404008855,-0.0178141723692532,1.30605353164758,0.890228496286099,1.53469727742466,0.890228496286099
"22","Maryland",0.81670300444253,-0.0244880312241217,1.25422249541695,1.0336394338578,1.42674354296673,1.0336394338578
"23","Massachusetts",0.909487006432545,-0.0283744321129028,1.30554275804546,1.00150631216986,1.83212932488908,1.00150631216986
"24","Michigan",0.806611761460415,-0.0305322495311041,1.06395209569674,0.843310363264901,1.5572985463111,0.843310363264901
"25","Minnesota",0.403891872392821,-0.00534461360607496,1.89402157128232,1.26221010626182,1.66347791212669,1.26221010626182
"26","Mississippi",0.543390194676592,-0.0141558533363287,1.37469667563355,1.09461520211439,1.16231879133676,1.09461520211439
"27","Missouri",1.21054136286348,-0.0478243600630975,1.10561211293451,0.726266567157308,1.18200730419327,0.726266567157308
"28","Montana",0.678212556613477,-0.0411609700758059,0.721943809289327,0.527852449617189,0.63581826002051,0.527852449617189
