"","state","b0","b1","ucb","curr.r","curr.emp.r","current.rt"
"1","Alabama",0.741455254580008,-0.0282768095501381,1.16053959926486,0.873605968907437,1.39212135918519,0.873605968907437
"2","Alaska",0.728785469250538,-0.0401404194182025,0.887298728617534,0.597161589691606,0.961837340681322,0.597161589691606
"3","Arizona",0.857204431782767,-0.0343206398588877,1.14851685181914,0.813234800325446,1.06383388133928,0.813234800325446
"4","Arkansas",1.14618517742273,-0.0405357679298067,2.29881825991135,0.895454714886286,3.06627090258685,0.895454714886286
"5","California",0.501583623891362,-0.0157750281849866,1.30244595542138,1.01263692979351,1.32733935751142,1.01263692979351
"6","Colorado",0.390075100733722,-0.011717405702708,1.70618340908921,1.02719883926077,1.19622175568809,1.02719883926077
"7","Connecticut",0.837076089642398,-0.0268275753790678,1.48952245872036,1.00543597447387,2.21119098767773,1.00543597447387
"8","Delaware",0.709511793481881,-0.0193587198951454,1.59794375058267,1.11559899591714,1.84638541554824,1.11559899591714
"9","District of Columbia",0.148789900692222,0.000779703644137759,1.60415073621869,1.18881939980404,0.757857549449418,1.18881939980404
"10","Florida",0.749789746522397,-0.0354328994719521,0.914047086608473,0.705654077267362,0.500753232586248,0.705654077267362
"11","Georgia",0.700834604227892,-0.0261606819443434,1.33666398749608,0.895702872921365,1.34485891104199,0.895702872921365
"12","Guam",1.0067398533099,-0.102048577076663,0.297716036058281,0.115698682035932,0,0.115698682035932
"13","Hawaii",0.462663173283419,-0.0299153991081951,1.20865820252214,0.628314652442639,0.497378215370817,0.628314652442639
"14","Idaho",1.03562980340528,-0.0491600304098081,1.12321537439876,0.613649635884649,0.831906766698461,0.613649635884649
"15","Illinois",0.61113403166975,-0.0208984889678807,1.43997988156113,0.963946844613265,1.43949153119919,0.963946844613265
"16","Indiana",0.931182739688161,-0.0380648855081335,1.00944974684005,0.779713518245937,0.684669311529018,0.779713518245937
"17","Iowa",0.435268516945995,-0.0040423750333763,1.73110751654593,1.36336361265496,0.529918955014211,1.36336361265496
"18","Kansas",0.616468389987314,-0.0179051247714042,1.41030548495413,1.06333428389542,1.65277240630628,1.06333428389542
"19","Kentucky",0.931293311307461,-0.031137378256264,2.14835878528015,0.966604934442216,1.07833718635514,0.966604934442216
"20","Louisiana",0.965695003121164,-0.0486875374842243,0.859628716181469,0.580643296086398,0.833146229840636,0.580643296086398
"21","Maine",0.465376701940139,-0.0255461926556126,1.09565503970754,0.721404501642995,0.766845799627801,0.721404501642995
"22","Maryland",0.817910783598546,-0.0295425384897107,1.11224374171207,0.906732401274609,0.858048629979872,0.906732401274609
"23","Massachusetts",0.935677692631927,-0.035990307059403,1.09463155993583,0.835251980827546,1.06174935419917,0.835251980827546
"24","Michigan",0.828788105721896,-0.0386256864841753,0.870312349942894,0.691696381095977,1.52850576826828,0.691696381095977
"25","Minnesota",0.367433099660531,-0.0081874200504201,1.75462650100043,1.12032976846371,1.20655795144044,1.12032976846371
"26","Mississippi",0.501149146844585,-0.0161306184470783,1.28667291145961,1.00110058017952,0.802253354075378,1.00110058017952
"27","Missouri",1.22508048903669,-0.0546198105163869,0.973534273179052,0.62616983862522,1.06646192211017,0.62616983862522
"28","Montana",0.672517048379769,-0.0480036028748102,0.63047068978428,0.442376194227059,0.363695451770901,0.442376194227059
"29","Nebraska",0.205330917911292,0.0110651141080695,2.87442720886687,1.73039456586857,0.918421268717293,1.73039456586857
"30","Nevada",0.633266845089062,-0.0267490593019073,1.22829166399789,0.822050053643027,1.39498889782961,0.822050053643027
"31","New Hampshire",0.44362797966215,-0.0127814341749922,2.07488135771342,1.04854503286516,1.35214451350259,1.04854503286516
"32","New Jersey",0.934601131478399,-0.0377948316099414,1.03161847145193,0.788960795332465,1.64564300454996,0.788960795332465
"33","New Mexico",0.704158553248857,-0.0217357191033355,1.88953337050437,1.03081655606882,2.44451819184122,1.03081655606882
"34","New York",0.617613638025332,-0.0312767827773797,0.855264297902008,0.703303592180544,0.636855324625304,0.703303592180544
"35","North Carolina",0.550908384894734,-0.0200735378453889,1.13478043249224,0.931116115409071,1.22669979797833,0.931116115409071
"36","North Dakota",0.216699489333556,0.00581262264159153,2.69848873875229,1.48719350659826,0.761527881931922,1.48719350659826
"37","Ohio",0.547919282453213,-0.0106762210531326,1.63171533318301,1.24228997414354,0.43378198458393,1.24228997414354
"38","Oklahoma",0.824067397452482,-0.0318917968857804,1.29235872489522,0.848251331169175,0.982826933327529,0.848251331169175
"39","Oregon",0.385428662823652,-0.0188663953038494,1.23619578206003,0.819197897199214,0.983483057873225,0.819197897199214
"40","Pennsylvania",1.05458294658089,-0.0450472140443217,0.829927526089755,0.710432962266974,0.598834132740283,0.710432962266974
"41","Puerto Rico",1.00591103384955,-0.0436924509440264,1.09321490788984,0.705707138586854,0,0.705707138586854
"42","Rhode Island",0.588881433131512,-0.00551521156922861,3.40478236980107,1.51878378706347,1.27103198802195,1.51878378706347
"43","South Carolina",0.727014394491943,-0.031089947084443,1.28529542659051,0.789169647721147,2.31450013750008,0.789169647721147
"44","South Dakota",0.811617520878686,-0.0233260250030988,1.47629007657129,1.09254599280915,0.953712320897457,1.09254599280915
"45","Tennessee",0.423805175522353,-0.0184243208085016,1.41407279654656,0.862992939271417,0,0.862992939271417
"46","Texas",0.708397011480947,-0.0293051918226247,0.956979324432122,0.818678409183889,0.96701997833709,0.818678409183889
"47","Utah",0.655276545065523,-0.0253446345156568,1.37588210272767,0.87773800915123,1.20336339653398,0.87773800915123
"48","Vermont",0.881030219331512,-0.0544651466816885,0.725232825352018,0.446020962118511,0.366276955280963,0.446020962118511
"49","Virginia",0.612724397571396,-0.0170156103832727,1.29632934288399,1.08897890816816,1.27966625629672,1.08897890816816
"50","Washington",0.0815764809615334,-0.00836293395336755,1.17917414724963,0.837214916372435,0,0.837214916372435
"51","West Virginia",0.917168466264581,-0.0373376042003017,1.30618927116988,0.786394059717582,0.805011663379556,0.786394059717582
"52","Wisconsin",0.256245248244665,-0.00913807009367701,1.2467086664231,0.973327247808192,1.44840736603727,0.973327247808192
"53","Wyoming",-0.00805257654085597,0.0210159268129283,5.03594206517165,1.90301820484334,0.255572139615786,1.90301820484334
