"","state","b0","b1","ucb","curr.r","curr.emp.r","current.rt"
"37","Ohio",0.650689658332184,-0.0149674063180385,1.52884309117355,1.16972098947507,0.53157935506214,1.16972098947507
"38","Oklahoma",0.830388187161637,-0.0269133281220405,1.35090783936088,0.943884340626466,1.00845892621004,0.943884340626466
"39","Oregon",0.412340474191351,-0.0145237096559179,1.33314267350591,0.935249496180906,0.904883707415348,0.935249496180906
"40","Pennsylvania",0.976293513579201,-0.0325884402899418,1.10901549988462,0.905629482780867,1.33594795110899,0.905629482780867
"41","Puerto Rico",0.926723718491898,-0.0308741086157166,1.4834466920227,0.911994001869648,0,0.911994001869648
"42","Rhode Island",0.691283382235182,-0.0098858576416118,2.99504027614494,1.44058615098649,0.874336025762662,1.44058615098649
"43","South Carolina",0.726784133175942,-0.0251565716551908,1.37131363395984,0.90178176718593,1.10803978601273,0.90178176718593
"44","South Dakota",0.858390630209612,-0.0229362376022657,1.4464203349181,1.10682415108687,0.896340165595087,1.10682415108687
"45","Tennessee",0.330221832763643,-0.00296803566593721,1.9472444802182,1.26146867316682,1.6280000787912,1.26146867316682
"46","Texas",0.666325253604266,-0.019795741810059,1.20674379750755,1.01315150406598,1.26306712739913,1.01315150406598
"47","Utah",0.658515171861066,-0.0196072328212768,1.51871082843243,1.01154259630818,1.29738710128596,1.01154259630818
"48","Vermont",0.950014648157426,-0.0541913476316632,0.6639226551662,0.432445131739757,0.209703412662249,0.432445131739757
"49","Virginia",0.642444540063468,-0.014454040925848,1.3787571554128,1.17993716789172,1.07351997093867,1.17993716789172
"50","Washington",0.0717390710589588,0.000676134209056786,1.52418571879744,1.09861632315462,0.851326512729012,1.09861632315462
"51","West Virginia",0.915780728270577,-0.0321077723319776,1.3335443432621,0.866081937638596,0.834320971179369,0.866081937638596
"52","Wisconsin",0.264538071627807,-0.00298630540203183,1.48734483150647,1.18056128821325,1.83750867938897,1.18056128821325
"53","Wyoming",0.132475714486215,0.0138048078700565,4.72620081203481,1.80044593196119,0.795753089441522,1.80044593196119
