"","state","b0","b1","ucb","curr.r","curr.emp.r","current.rt"
"1","Alabama",0.816411936647136,-0.0356256351708399,1.07166428662334,0.805146135459089,0.933906938745069,0.805146135459089
"2","Alaska",0.841720534330175,-0.0516673128412679,0.75618971395935,0.518595264068399,0.268250259068574,0.518595264068399
"3","Arizona",0.882405553428556,-0.036997813693435,1.1966016698659,0.826520099104443,0.668802333137953,0.826520099104443
"4","Arkansas",1.22984755153786,-0.0504832276920414,1.97735622069789,0.79123041996376,2.79878872311596,0.79123041996376
"5","California",0.544137467339328,-0.0201445456508358,1.25198459247957,0.960737215386998,1.79819180965633,0.960737215386998
"6","Colorado",0.481771936455851,-0.0207671956961966,1.52236474472466,0.886497708164675,0,0.886497708164675
"7","Connecticut",0.899060960836247,-0.032981205752848,1.40210942431093,0.944221966949187,2.15583483207471,0.944221966949187
"8","Delaware",0.782418302345737,-0.0263224844234243,1.49342661973598,1.01924917578301,1.51524625182929,1.01924917578301
"9","District of Columbia",0.58052370460255,-0.0191485381800631,1.29396356595588,1.02553671237823,1.00389447053101,1.02553671237823
"10","Florida",0.743106131311851,-0.0348347976851373,1.006070045371,0.765594210008256,0.783028704588666,0.765594210008256
"11","Georgia",0.696402951412661,-0.0256094518882169,1.44106805907644,0.954783034473594,1.13739633089758,0.954783034473594
"12","Guam",0.764897010319659,-0.0824369348515187,0.474987595959835,0.196759304785306,0,0.196759304785306
"13","Hawaii",0.387993373627038,-0.0229173982187605,1.46437785432843,0.758349305175566,0.294065898766222,0.758349305175566
"14","Idaho",1.17103190696986,-0.063506846367758,1.00488455648653,0.511367567237543,0.0991788106663912,0.511367567237543
"15","Illinois",0.661371691287977,-0.0256865862965505,1.41142148099515,0.919854925256516,0.813454472143424,0.919854925256516
"16","Indiana",0.925290278391454,-0.0374864031327158,1.12165651904624,0.850598199881634,0.987840160694493,0.850598199881634
"17","Iowa",0.436517227607801,-0.00431045472007049,1.70379822754594,1.36549095877332,1.53130910302711,1.36549095877332
"18","Kansas",0.664650261187359,-0.0228679668262588,1.35008110204606,1.00148031781618,1.6578721869834,1.00148031781618
"19","Kentucky",0.933595860333525,-0.0316603664826631,2.39297961425652,1.01556512640588,0.59880179740371,1.01556512640588
"20","Louisiana",1.00522348605586,-0.052639627247102,0.903549671714622,0.5937329118378,1.14614027975683,0.5937329118378
"21","Maine",0.445682735850915,-0.0236437036973887,1.22381539140374,0.786639919083759,0.293373024911868,0.786639919083759
"22","Maryland",0.799456100837266,-0.0277855036770211,1.2319472865984,0.993696445490254,1.24078074162455,0.993696445490254
"23","Massachusetts",1.03641174730072,-0.0459821427589914,0.960616981647605,0.742991709321137,0,0.742991709321137
"24","Michigan",0.926920379922929,-0.0483096149453429,0.736339857607876,0.622470865908444,0.575326996494658,0.622470865908444
"25","Minnesota",0.354859752402114,-0.00686688991029305,1.88185027901404,1.1684989133035,0.986085019597196,1.1684989133035
"26","Mississippi",0.482290855290806,-0.0142900340408862,1.39673748989384,1.07023673118931,1.1328576420967,1.07023673118931
"27","Missouri",1.28721163115033,-0.0612978408724218,0.969316904381839,0.612365621471227,0.690036469165211,0.612365621471227
"28","Montana",0.689042468658766,-0.0496648617486652,0.688891420285611,0.471781878489285,0,0.471781878489285
"29","Nebraska",0.120494916593587,0.0189765231124584,3.27829465691011,1.95582888729884,2.0510412319732,1.95582888729884
"30","Nevada",0.691771257675074,-0.0325180849433248,1.18343159121082,0.77782539681288,0.692409227382748,0.77782539681288
