"","state","b0","b1","ucb","curr.r","curr.emp.r","latest.cases","current.rt"
"1","Alabama",0.672316244858175,-0.0177505344593153,1.2271497509237,0.946053963229925,1.65006124290916,317,0.946053963229925
"2","Alaska",0.553158154779015,-0.0193079191577873,1.26613290366571,0.787835056111394,0.28340439187308,1,0.787835056111394
"3","Arizona",0.723471624787529,-0.0168683900037174,1.3722635654309,1.03238084479354,1.44299712750414,395,1.03238084479354
"4","Arkansas",1.16057353778885,-0.0354598528810193,1.52387648534586,0.745812962791212,0.348615060208321,30,0.745812962791212
"5","California",0.526387277021996,-0.0124733943335716,1.24187800616264,1.01509084336962,0.829870045255935,1321,1.01509084336962
"6","Colorado",0.438601897687143,-0.00935109097465284,1.52919829199876,1.05675951846658,0.816992418185715,407,1.05675951846658
"7","Connecticut",0.8493853347253,-0.0242840601869065,1.17873669943376,0.8639320726059,0.841835641983365,582,0.8639320726059
"8","Delaware",0.766332947622457,-0.0190992482900934,1.35080420228095,0.983403040414858,0.601398067488843,122,0.983403040414858
"9","District of Columbia",0.218436150926418,0.000595420792715324,1.63939957328618,1.27487534273642,0.950825402084637,139,1.27487534273642
"10","Florida",0.618931068996336,-0.018912000539555,1.09057997797714,0.855164908567932,1.18056705570901,734,0.855164908567932
"11","Georgia",0.63510528780016,-0.0162665341069765,1.29825404905403,0.96867840013327,1.19705403339694,837,0.96867840013327
"12","Guam",-0.141576185859654,0.0128009141443397,3.91159035299545,1.46706131439583,0,0,1.46706131439583
"13","Hawaii",0.439528709304441,-0.022375281228415,1.01039247649005,0.620110357347507,0.360453516798858,1,0.620110357347507
"14","Idaho",0.838002023254712,-0.025970817788684,1.29200638669677,0.797078981919397,1.94414150582522,46,0.797078981919397
"15","Illinois",0.547422121903972,-0.0100403010856928,1.53011419482879,1.14541816207938,1.10915074641544,2535,1.14541816207938
"16","Indiana",0.783250548378323,-0.0196325075202675,1.23091352780022,0.978551110536002,0.967595401572026,665,0.978551110536002
"17","Iowa",0.489361917377731,-0.00353225329084086,1.71764876930762,1.41133989380271,1.58808802239993,727,1.41133989380271
"18","Kansas",0.570214891980465,-0.00768569456904794,1.71162667682563,1.29059249922224,1.03082084288818,251,1.29059249922224
"19","Kentucky",0.937844759487381,-0.0268481963256332,1.51355953902371,0.849649565946587,0,0,0.849649565946587
"20","Louisiana",0.727764596277381,-0.022507000794532,1.17414121724788,0.82281619689917,1.21695607345705,429,0.82281619689917
"21","Maine",0.31393030828655,-0.00633670845011335,1.50699304554164,1.05561682237079,1.30752502287849,30,1.05561682237079
"22","Maryland",0.700355626642917,-0.0149592613008574,1.31210345026682,1.09092494882595,1.11041566343344,1001,1.09092494882595
"23","Massachusetts",0.853512501027522,-0.0229681370073259,1.1730706073832,0.915595032545514,0.935067597578388,1972,0.915595032545514
"24","Michigan",0.685772385346817,-0.0201916318529416,1.07176681850942,0.867547927695043,0.959111303050433,851,0.867547927695043
"25","Minnesota",0.299927469084369,0.00347639526564348,2.15710412882074,1.55653107439483,1.46819881138936,515,1.55653107439483
"26","Mississippi",0.492381960156273,-0.0100773837083253,1.31174895285089,1.08243077332976,0.939542558213718,229,1.08243077332976
"27","Missouri",1.0171315496191,-0.0300336067428982,1.1879968467705,0.807149537938133,1.5245933787312,289,0.807149537938133
"28","Montana",0.501315386165862,-0.0266984674917649,0.790137521320157,0.552488985797823,1.39117982041671,2,0.552488985797823
"29","Nebraska",0.340561573513767,0.00564979886402356,2.5913194089024,1.77216741717558,0.930006073956063,309,1.77216741717558
"30","Nevada",0.55701766779721,-0.0147414177174319,1.29988260238052,0.95372447586084,1.14600914946565,141,0.95372447586084
"31","New Hampshire",0.419890879249853,-0.00595010336058559,1.91365136108422,1.19236250991655,1.28904453558323,100,1.19236250991655
"32","New Jersey",0.872587154637867,-0.0274605669572627,0.945393109129587,0.776238011008012,0.894477557337808,2434,0.776238011008012
"33","New Mexico",0.662620851312619,-0.0133663155800893,1.72846739455828,1.12142692269423,1.4518629334589,219,1.12142692269423
"34","New York",0.540057170658088,-0.0185936494061473,0.99753887255491,0.800689173736105,0.953480010158366,4663,0.800689173736105
"35","North Carolina",0.499204514054531,-0.0099967000547132,1.2961592314935,1.09345216116133,1.28870252345651,518,1.09345216116133
"36","North Dakota",0.399690043584103,-0.00372561504219033,2.06205058875617,1.28010208269159,0.924746598214182,46,1.28010208269159
"37","Ohio",0.632803078285188,-0.0142624620303444,1.33351300642351,1.04921486310446,1.16465199936743,592,1.04921486310446
"38","Oklahoma",0.73450895680859,-0.0193615859072345,1.28953756127349,0.942408859258296,1.13477186174825,103,0.942408859258296
"39","Oregon",0.33956280503334,-0.00856737668769218,1.32047790546054,0.988368535484286,1.02553974155162,56,0.988368535484286
"40","Pennsylvania",0.898688677498343,-0.0262182348715577,1.0024174070067,0.838400849450406,0.666377195484454,915,0.838400849450406
"41","Puerto Rico",0.720823670222625,-0.014624783079128,1.80022027779793,1.1288591985581,3.99768799264151,182,1.1288591985581
"42","Rhode Island",0.767233587615631,-0.0157811455893016,2.05760962395136,1.12772983730479,0.900934539572443,289,1.12772983730479
