"","state","b0","b1","ucb","curr.r","curr.emp.r","latest.cases","current.rt"
"1","Alabama",0.52467724126873,-0.00820549751945328,1.27839168936709,1.03287625397538,0.793367757627887,236,1.03287625397538
"2","Alaska",0.277027726888457,-0.00241128315981414,2.33041883802185,1.14150861871357,0,0,1.14150861871357
"3","Arizona",0.636047045262029,-0.0111569034717825,1.20296195867865,0.967183380393741,1.16960299793849,442,0.967183380393741
"4","Arkansas",0.838737753521903,-0.0136843678708753,1.95801164133812,1.01783282060648,3.71180746780543,437,1.01783282060648
"5","California",0.435191527741163,-0.00685219376922589,1.20016114758796,1.02435167634455,1.11967041692318,2034,1.02435167634455
"6","Colorado",0.407737346718887,-0.00764367485653052,1.22928328261757,0.950389722145626,1.12416280423526,370,0.950389722145626
"7","Connecticut",0.693888180788182,-0.0147214513472659,1.04844818051495,0.827456368468124,0.337800687269271,199,0.827456368468124
"8","Delaware",0.641250111305375,-0.0114499449896914,1.22939190953451,0.955284011879594,1.11818562114619,194,0.955284011879594
"9","District of Columbia",0.270943373882346,-0.00285318878050819,1.33863627222741,1.10489692165882,1.73151149267293,237,1.10489692165882
"10","Florida",0.44603468068758,-0.00802785660902391,1.17465503266986,0.964990795670568,1.64686835143121,1202,0.964990795670568
"11","Georgia",0.512355637382345,-0.00949784742841499,1.1984334604261,0.944107531985367,1.84941609203436,830,0.944107531985367
"12","Guam",-0.275875930362986,0.0185949696389244,5.71423764288594,2.31595527444602,21.2671422367695,11,2.31595527444602
"13","Hawaii",0.108242293000304,-0.00234645734460507,1.49812156928795,0.967978746853931,3.91512355549142,4,0.967978746853931
"14","Idaho",0.667743716170903,-0.014497293967841,1.2519706221173,0.817018188438303,0,0,0.817018188438303
"15","Illinois",0.532822545976996,-0.00926334992764701,1.20582261580443,0.977283544317673,1.04325802800982,2258,0.977283544317673
"16","Indiana",0.671225972936832,-0.0129858838654416,1.07363512949998,0.897693072682146,1.25532833350738,662,0.897693072682146
"17","Iowa",0.571558334139116,-0.00901393238359388,1.21462823218127,1.03119919409755,1.59531494455195,544,1.03119919409755
"18","Kansas",0.643355226296706,-0.0123082127365584,1.16276462993177,0.909247869828178,0.822241682346442,118,0.909247869828178
"19","Kentucky",0.762686957861297,-0.0148497658292676,1.39280254231586,0.879590349439536,0.738926489673585,123,0.879590349439536
"20","Louisiana",0.510139986984557,-0.00876409883544603,1.37189777658928,0.984416751995329,3.14140981235217,1182,0.984416751995329
"21","Maine",0.228896206002222,-0.0010032961547446,1.55086223621605,1.18376310560483,1.42104898621069,57,1.18376310560483
"22","Maryland",0.617479693563818,-0.0103213012557131,1.15582915075132,0.998203234340601,1.15211959059012,1208,0.998203234340601
"23","Massachusetts",0.729118264328946,-0.0156805192184359,0.97433805999447,0.809196993755838,0.947422193461849,1104,0.809196993755838
"24","Michigan",0.531816138326533,-0.0110870656515104,1.07052690910007,0.875108149560942,0.825710333220361,501,0.875108149560942
"25","Minnesota",0.414849109431352,-0.00334939162681207,1.55447001044786,1.23848097910868,0.788388861907267,528,1.23848097910868
"26","Mississippi",0.447653954611228,-0.00748245535585605,1.17497293708382,0.998707469298154,1.03218592661689,255,0.998707469298154
"27","Missouri",0.84209140628729,-0.0181083604849666,1.06452466210873,0.783166295678095,1.03208639470129,161,0.783166295678095
"28","Montana",0.0872733896746977,0.00076053506463561,1.82173207479245,1.1421420534426,0.522688123239349,1,1.1421420534426
"29","Nebraska",0.570289724718421,-0.00775979471610416,1.48864836923259,1.11037971426746,1.07400273008153,305,1.11037971426746
"30","Nevada",0.439842650323711,-0.00789048312447823,1.30871033404509,0.966971422075485,0.0972537788851093,12,0.966971422075485
"31","New Hampshire",0.41619649356701,-0.00623042368487401,1.46229063136766,1.04328153999515,0.860996211011648,66,1.04328153999515
"32","New Jersey",0.679440811569263,-0.0155982693756867,0.942688543170276,0.773789542739201,0.626672693920604,810,0.773789542739201
"33","New Mexico",0.641041766403194,-0.0122305529666874,1.24345737451473,0.911383584516227,0.118684402418076,16,0.911383584516227
"34","New York",0.411025275199039,-0.0109036797200373,0.930137799076343,0.784118197401711,1.0846929450688,2088,0.784118197401711
"35","North Carolina",0.445030145023303,-0.00672985095077366,1.23152389619511,1.04210122963771,0.477287273463266,250,1.04210122963771
"36","North Dakota",0.360951673055735,-0.00219098548042328,1.76355499318021,1.25796148811723,2.14466273530854,134,1.25796148811723
"37","Ohio",0.560211126951365,-0.00995155829268082,1.14052087096167,0.963789498652807,1.39105574971898,731,0.963789498652807
"38","Oklahoma",0.609264768801494,-0.0114998403786255,1.16934644555724,0.922446726380495,1.47796035244486,148,0.922446726380495
