"","state","b0","b1","ucb","curr.r","curr.emp.r","latest.cases","current.rt"
"1","Alabama",0.588863071077544,-0.0117553809411954,1.24639158025612,1.00109462268035,0.937025650519549,275,1.00109462268035
"2","Alaska",0.576706748121087,-0.020858258650789,0.947005593327145,0.627377915160345,0,0,0.627377915160345
"3","Arizona",0.690549705664623,-0.0144318657655419,1.24338978465923,0.969433321718544,0.721455107632956,264,0.969433321718544
"4","Arkansas",0.973858997118638,-0.0220347624289588,1.81441695647795,0.87995973843996,0.356689267072836,27,0.87995973843996
"5","California",0.478706466574422,-0.00922521957128364,1.22380324044672,1.01759854931711,0.936044565711443,1729,1.01759854931711
"6","Colorado",0.434975790927855,-0.00906711726368315,1.33463807582592,0.98178781112869,0.538707273554454,245,0.98178781112869
"7","Connecticut",0.791061561347116,-0.0204897771775303,1.03944866044655,0.791815160566102,0.404764883618011,238,0.791815160566102
"8","Delaware",0.695578285472417,-0.0145203315423159,1.31822440577516,0.970020288578264,1.59057126805206,275,0.970020288578264
"9","District of Columbia",0.267050111035569,-0.00241654945745459,1.43502505880633,1.15745385276608,0.632539277931231,117,1.15745385276608
"10","Florida",0.55408014546315,-0.0143382361833465,1.04617406805266,0.849734217486366,0.612712023989584,386,0.849734217486366
"11","Georgia",0.60910603436771,-0.0146268542385009,1.13689402457768,0.884938898538287,0.54067563896774,348,0.884938898538287
"12","Guam",-0.0699526950271924,0.00819931211375569,3.64611609883841,1.40496572948218,0,0,1.40496572948218
"13","Hawaii",0.280324227769939,-0.0118610518089946,1.13645127351047,0.731448574316284,1.21309849878603,2,0.731448574316284
"14","Idaho",0.752477033303305,-0.0199247921482749,1.18726062640183,0.783673676596145,1.37006371772854,30,0.783673676596145
"15","Illinois",0.572448806947255,-0.011538105149565,1.26507132408183,0.995553464710278,0.526407937253972,1284,0.995553464710278
"16","Indiana",0.755474374217057,-0.0176893226773234,1.06640342874603,0.878981208629322,0.805250745246556,501,0.878981208629322
"17","Iowa",0.593662194126523,-0.0101181617411004,1.3191334463699,1.0917196428809,0.944360908542594,409,1.0917196428809
"18","Kansas",0.624809740043441,-0.0111989013078305,1.36667294214267,1.06701462048873,0.76575103937313,208,1.06701462048873
"19","Kentucky",0.817003034051828,-0.0180611130677264,1.55257784310973,0.917545949292664,1.2352905184643,240,0.917545949292664
"20","Louisiana",0.671994396556096,-0.0185805054856252,1.05082508650136,0.773344334282967,0.664012036691799,215,0.773344334282967
"21","Maine",0.267546552502741,-0.00303789923647628,1.53498139413828,1.12260467805567,0.609794428307288,23,1.12260467805567
"22","Maryland",0.682182109010565,-0.0137834992013355,1.15765419823983,0.993031542034534,0.758990618025134,786,0.993031542034534
