"","state","b0","b1","ucb","curr.r","curr.emp.r","latest.cases","current.rt"
"1","Alabama",0.620886561712958,-0.0139741477281291,1.28758419702765,1.0060422428246,1.43195289473782,325,1.0060422428246
"2","Alaska",0.568579672050156,-0.020439085868996,1.12591815958816,0.718391850379037,0.289681172278678,1,0.718391850379037
"3","Arizona",0.71142109970816,-0.0159691672793887,1.31636454102257,1.00881637673638,1.19635352146545,381,1.00881637673638
"4","Arkansas",1.13874461776858,-0.0337938303768575,1.37759730318048,0.70596902328867,0.692523119299339,47,0.70596902328867
"5","California",0.505189667096128,-0.0110113410450869,1.24579922602243,1.0209061967996,1.6126988499072,2572,1.0209061967996
"6","Colorado",0.446997308793526,-0.00995509906758734,1.42593137762271,1.00901332741226,1.13876788892936,502,1.00901332741226
"7","Connecticut",0.85452743133185,-0.024753670553307,1.07280338020324,0.790860193773417,1.00260092413035,643,0.790860193773417
"8","Delaware",0.797938295605535,-0.0212127564727775,1.18364217762114,0.873346417447972,0.531930553361096,82,0.873346417447972
"9","District of Columbia",0.237500121692047,-0.000647547576101826,1.56337530148395,1.23245489306185,0.818492535015102,152,1.23245489306185
"10","Florida",0.585237255915948,-0.0164352934490972,1.09507715498764,0.871172166928017,0.79159471510321,537,0.871172166928017
"11","Georgia",0.644260512383216,-0.0169548363083747,1.19258063852771,0.903253273175386,0.782666545704968,564,0.903253273175386
"12","Guam",-0.0201269987668077,0.00421469282596134,3.44002958181477,1.179769977998,0,0,1.179769977998
"13","Hawaii",0.36988104821772,-0.0177144471465687,1.08528347422087,0.66394588837919,1.98532496675706,4,0.66394588837919
"14","Idaho",0.81320664924861,-0.0240982213957433,1.24486222247482,0.781050795531871,0.788429593816185,21,0.781050795531871
"15","Illinois",0.55114997188038,-0.0102747075995534,1.44662207035905,1.10413567850479,0.813648341858891,2090,1.10413567850479
"16","Indiana",0.782734023586451,-0.0195856860131121,1.14371358879829,0.924006510850313,0.782980801336191,526,0.924006510850313
"17","Iowa",0.514904652307303,-0.0052876363676089,1.60081198758178,1.3261084186812,0.941831539195745,503,1.3261084186812
"18","Kansas",0.59037447343808,-0.00913261668735621,1.57883390546238,1.20748458352307,0.962598872975541,265,1.20748458352307
"19","Kentucky",0.781599085205847,-0.0156927125580075,1.96833045189525,1.09540015257393,3.67599714761559,578,1.09540015257393
"20","Louisiana",0.719914768499813,-0.02193671481666,1.08973745117635,0.782469227332927,0.832963484721086,323,0.782469227332927
"21","Maine",0.314494292992698,-0.00634494656595282,1.44519767949615,1.0359476835836,0.858060854305333,23,1.0359476835836
"22","Maryland",0.708967494421043,-0.0155449712526055,1.22018551261054,1.02530359533609,0.691432162873587,709,1.02530359533609
"23","Massachusetts",0.869177226225927,-0.0240936171010658,1.0439672442655,0.826180566185689,0.679778794276139,1252,0.826180566185689
"24","Michigan",0.718803094339591,-0.0226122688120256,0.936706833346762,0.758709182790263,0.562748776981348,459,0.758709182790263
"25","Minnesota",0.317201487311344,0.00220929919892895,2.05159938026658,1.5134785123643,1.3109126268803,616,1.5134785123643
"26","Mississippi",0.483644285559777,-0.00952597490318438,1.28854973258977,1.06662706066288,1.30415777610977,330,1.06662706066288
"27","Missouri",0.964233025203697,-0.0256816901816175,1.23636932818508,0.847248412007169,0.759946852024159,175,0.847248412007169
"28","Montana",0.473826723847226,-0.0246533502702833,0.810536525315989,0.542850842644472,0,0,0.542850842644472
"29","Nebraska",0.407667804363811,0.00126672868193182,2.28975787977216,1.58947514836192,0.835162714294151,336,1.58947514836192
