"","state","b0","b1","ucb","curr.r","curr.emp.r","latest.cases","current.rt"
"1","Alabama",0.571520542844887,-0.0107102859507877,1.17452115568025,0.961783643564919,1.11952222148946,315,0.961783643564919
"2","Alaska",0.386654736104977,-0.00915698153954924,1.91297466295041,0.873459765558873,0,0,0.873459765558873
"3","Arizona",0.645720112262964,-0.0116692761475092,1.23252954298588,0.980758891272078,0.639223818524171,263,0.980758891272078
"4","Arkansas",0.908650051357163,-0.0177661311799114,1.71701025187256,0.901207790480737,0.507251442562141,56,0.901207790480737
"5","California",0.464781302188878,-0.00839785252251632,1.16108729221626,0.98619981616993,0.715047138976674,1291,0.98619981616993
"6","Colorado",0.421091304832144,-0.00831158882503217,1.24267498574073,0.948693733277178,0.761930465302949,269,0.948693733277178
"7","Connecticut",0.681438497004079,-0.0140530999044443,1.13303633418107,0.887285747939487,1.16358551869368,674,0.887285747939487
"8","Delaware",0.654317427430282,-0.0121201533232767,1.25896576341955,0.964127904654117,1.07233411681771,200,0.964127904654117
"9","District of Columbia",0.303614182869356,-0.00444339201505001,1.28062301096909,1.05162947059637,1.10917415611919,147,1.05162947059637
"10","Florida",0.461312407925057,-0.0088258335606923,1.17002444002652,0.959099836198996,1.18373948952429,854,0.959099836198996
"11","Georgia",0.603788846806518,-0.0143071229477591,1.01731041692236,0.809193536518801,1.15957127530441,523,0.809193536518801
"12","Guam",0.0290258646434674,0.00297894973261734,3.10531839948472,1.21996967197911,0,0,1.21996967197911
"13","Hawaii",0.272779722926116,-0.0112317743482456,1.04452868356228,0.692510821087301,0,0,0.692510821087301
"14","Idaho",0.658800184098948,-0.0139877266165045,1.33427373248224,0.870663048368203,1.29939738444548,36,0.870663048368203
"15","Illinois",0.537951689331894,-0.00951298836021021,1.24079140194119,0.995720535914911,0.950051258723749,2287,0.995720535914911
"16","Indiana",0.699498381823554,-0.0144854581116716,1.05740724157723,0.88146257812444,0.910714099996891,477,0.88146257812444
"17","Iowa",0.599953718167093,-0.0103950013336894,1.19194788696696,1.00746637757395,0.813295930946482,303,1.00746637757395
"18","Kansas",0.633487831524294,-0.0117967305240281,1.23952266070775,0.961822065669878,2.1826585008233,350,0.961822065669878
"19","Kentucky",0.750024568650656,-0.014178827924319,1.52896725251449,0.943490839733174,1.34912553466372,246,0.943490839733174
"20","Louisiana",0.572597750654619,-0.0122379517616718,1.2073126389217,0.88252734946415,0.653100615717044,277,0.88252734946415
"21","Maine",0.257081919589632,-0.00246093069015745,1.4861578993994,1.12390459755677,0.724528521228307,27,1.12390459755677
"22","Maryland",0.65341369212921,-0.0122157574408727,1.10074286447352,0.958022052466105,1.03071586124926,958,0.958022052466105
